BIANA ID	UniProt ID	Gene Symbol	Description	Gene ID	Equivalent Entries
10978	P40818	USP8	RecName: Full=Ubiquitin carboxyl-terminal hydrolase 8 {ECO:0000305}; EC=3.4.19.12 {ECO:0000269|PubMed:9628861}; AltName: Full=Deubiquitinating enzyme 8; AltName: Full=Ubiquitin isopeptidase Y; Short=hUBPy; AltName: Full=Ubiquitin thioesterase 8; AltName: Full=Ubiquitin-specific-processing protease 8;	9101	-
7917	Q9UBK2	PPARGC1A	RecName: Full=Peroxisome proliferator-activated receptor gamma coactivator 1-alpha; Short=PGC-1-alpha {ECO:0000303|PubMed:16753578}; Short=PPAR-gamma coactivator 1-alpha {ECO:0000303|PubMed:10585775}; Short=PPARGC-1-alpha {ECO:0000303|PubMed:10585775}; AltName: Full=Ligand effect modulator 6;	10891	-
16049	Q14790	CASP8	RecName: Full=Caspase-8 {ECO:0000303|PubMed:12010809}; Short=CASP-8 {ECO:0000303|PubMed:12010809}; EC=3.4.22.61 {ECO:0000269|PubMed:23516580, ECO:0000269|PubMed:32929201, ECO:0000269|PubMed:34012073, ECO:0000269|PubMed:8962078}; AltName: Full=Apoptotic cysteine protease; AltName: Full=Apoptotic protease Mch-5 {ECO:0000303|PubMed:8962078}; AltName: Full=CAP4; AltName: Full=FADD-homologous ICE/ced-3-like protease {ECO:0000303|PubMed:8681377}; AltName: Full=FADD-like ICE {ECO:0000303|PubMed:8681377}; Short=FLICE {ECO:0000303|PubMed:8681377}; AltName: Full=ICE-like apoptotic protease 5; AltName: Full=MORT1-associated ced-3 homolog {ECO:0000303|PubMed:8681376}; Short=MACH {ECO:0000303|PubMed:8681376}; Contains: RecName: Full=Caspase-8 subunit p18 {ECO:0000303|PubMed:8962078}; Contains: RecName: Full=Caspase-8 subunit p10 {ECO:0000303|PubMed:8962078}; Flags: Precursor;	841	-
14194	Q9NQB0	TCF7L2	RecName: Full=Transcription factor 7-like 2; AltName: Full=HMG box transcription factor 4; AltName: Full=T-cell-specific transcription factor 4; Short=T-cell factor 4; Short=TCF-4; Short=hTCF-4;	6934	-
12090	Q9Y463	DYRK1B	RecName: Full=Dual specificity tyrosine-phosphorylation-regulated kinase 1B; EC=2.7.12.1 {ECO:0000269|PubMed:22998443}; AltName: Full=Minibrain-related kinase; AltName: Full=Mirk protein kinase;	9149	-
11445	O60240	PLIN1	RecName: Full=Perilipin-1; AltName: Full=Lipid droplet-associated protein;	5346	-
8207	P01909	HLA-DQA1	RecName: Full=HLA class II histocompatibility antigen, DQ alpha 1 chain; AltName: Full=DC-1 alpha chain; AltName: Full=DC-alpha; AltName: Full=HLA-DCA; AltName: Full=MHC class II DQA1; Flags: Precursor;	3117	-
49294	Q9UKG1	APPL1	RecName: Full=DCC-interacting protein 13-alpha {ECO:0000305}; Short=Dip13-alpha {ECO:0000303|PubMed:12011067}; AltName: Full=Adapter protein containing PH domain, PTB domain and leucine zipper motif 1 {ECO:0000305};	26060	-
53935	Q9BUN5	CCDC28B	RecName: Full=Coiled-coil domain-containing protein 28B;	79140	-
15354	P00533	EGFR	RecName: Full=Epidermal growth factor receptor {ECO:0000305}; EC=2.7.10.1; AltName: Full=Proto-oncogene c-ErbB-1; AltName: Full=Receptor tyrosine-protein kinase erbB-1; Flags: Precursor;	1956	-
55486	Q8NFJ9	BBS1	RecName: Full=BBSome complex member BBS1 {ECO:0000305}; AltName: Full=BBS2-like protein 2; AltName: Full=Bardet-Biedl syndrome 1 protein;	582	-
31418	Q16849	PTPRN	RecName: Full=Receptor-type tyrosine-protein phosphatase-like N; Short=R-PTP-N; AltName: Full=Islet cell antigen 512 {ECO:0000303|PubMed:8144912}; Short=ICA 512 {ECO:0000303|PubMed:8641276}; AltName: Full=Islet cell autoantigen 3; AltName: Full=PTP IA-2; Contains: RecName: Full=ICA512-N-terminal fragment; Short=ICA512-NTF; Contains: RecName: Full=ICA512-transmembrane fragment; Short=ICA512-TMF; Contains: RecName: Full=ICA512-cleaved cytosolic fragment; Short=ICA512-CCF; Flags: Precursor;	5798	-
55484	Q9BXC9	BBS2	RecName: Full=BBSome complex member BBS2 {ECO:0000305}; AltName: Full=Bardet-Biedl syndrome 2 protein {ECO:0000305};	583	-
34119	P26367	PAX6	RecName: Full=Paired box protein Pax-6; AltName: Full=Aniridia type II protein; AltName: Full=Oculorhombin;	5080	-
28019	P06703	S100A6	RecName: Full=Protein S100-A6; AltName: Full=Calcyclin; AltName: Full=Growth factor-inducible protein 2A9; AltName: Full=MLN 4; AltName: Full=Prolactin receptor-associated protein; Short=PRA; AltName: Full=S100 calcium-binding protein A6;	6277	-
14126	P17302	GJA1	RecName: Full=Gap junction alpha-1 protein; AltName: Full=Connexin-43; Short=Cx43; AltName: Full=Gap junction 43 kDa heart protein;	2697	-
15493	P20333	TNFRSF1B	RecName: Full=Tumor necrosis factor receptor superfamily member 1B; AltName: Full=Tumor necrosis factor receptor 2; Short=TNF-R2; AltName: Full=Tumor necrosis factor receptor type II; Short=TNF-RII; Short=TNFR-II; AltName: Full=p75; AltName: Full=p80 TNF-alpha receptor; AltName: CD_antigen=CD120b; AltName: INN=Etanercept; Contains: RecName: Full=Tumor necrosis factor receptor superfamily member 1b, membrane form; Contains: RecName: Full=Tumor necrosis factor-binding protein 2; AltName: Full=TBP-2; AltName: Full=TBPII; Flags: Precursor;	7133	-
14948	Q07812	BAX	RecName: Full=Apoptosis regulator BAX; AltName: Full=Bcl-2-like protein 4; Short=Bcl2-L-4;	581	-
9158	P33121	ACSL1	RecName: Full=Long-chain-fatty-acid--CoA ligase 1 {ECO:0000305}; EC=6.2.1.3 {ECO:0000269|PubMed:22633490, ECO:0000269|PubMed:24269233}; AltName: Full=Acyl-CoA synthetase 1; Short=ACS1; AltName: Full=Arachidonate--CoA ligase; EC=6.2.1.15 {ECO:0000250|UniProtKB:P18163}; AltName: Full=Long-chain acyl-CoA synthetase 1; Short=LACS 1; AltName: Full=Long-chain acyl-CoA synthetase 2; Short=LACS 2; AltName: Full=Long-chain fatty acid-CoA ligase 2; AltName: Full=Palmitoyl-CoA ligase 1; AltName: Full=Palmitoyl-CoA ligase 2; AltName: Full=Phytanate--CoA ligase; EC=6.2.1.24 {ECO:0000250|UniProtKB:P18163};	2180	-
15599	P51681	CCR5	RecName: Full=C-C chemokine receptor type 5 {ECO:0000305}; Short=C-C CKR-5; Short=CC-CKR-5; Short=CCR-5; Short=CCR5; AltName: Full=CHEMR13; AltName: Full=HIV-1 fusion coreceptor; AltName: CD_antigen=CD195;	1234	-
12646	P04040	CAT	RecName: Full=Catalase; EC=1.11.1.6 {ECO:0000269|PubMed:7882369};	847	-
11211	P05019	IGF1	RecName: Full=Insulin-like growth factor I; Short=IGF-I; AltName: Full=Mechano growth factor; Short=MGF; AltName: Full=Somatomedin-C; Flags: Precursor;	3479	-
53530	P34810	CD68	RecName: Full=Macrosialin; AltName: Full=Gp110; AltName: CD_antigen=CD68; Flags: Precursor;	968	-
7861	O95831	AIFM1	RecName: Full=Apoptosis-inducing factor 1, mitochondrial {ECO:0000305}; EC=1.6.99.- {ECO:0000269|PubMed:23217327, ECO:0000269|PubMed:24914854, ECO:0000269|PubMed:27178839}; AltName: Full=Programmed cell death protein 8; Flags: Precursor;	9131	-
11080	P35638	DDIT3	RecName: Full=DNA damage-inducible transcript 3 protein; Short=DDIT-3; AltName: Full=C/EBP zeta; AltName: Full=C/EBP-homologous protein; Short=CHOP; AltName: Full=C/EBP-homologous protein 10; Short=CHOP-10; AltName: Full=CCAAT/enhancer-binding protein homologous protein; AltName: Full=Growth arrest and DNA damage-inducible protein GADD153;	1649	-
13490	P37231	PPARG	RecName: Full=Peroxisome proliferator-activated receptor gamma; Short=PPAR-gamma; AltName: Full=Nuclear receptor subfamily 1 group C member 3;	5468	-
15135	Q9NZJ5	EIF2AK3	RecName: Full=Eukaryotic translation initiation factor 2-alpha kinase 3; EC=2.7.11.1; AltName: Full=PRKR-like endoplasmic reticulum kinase; AltName: Full=Pancreatic eIF2-alpha kinase; Short=HsPEK; Flags: Precursor;	9451	-
46352	Q99958	FOXC2	RecName: Full=Forkhead box protein C2; AltName: Full=Forkhead-related protein FKHL14; AltName: Full=Mesenchyme fork head protein 1; Short=MFH-1 protein; AltName: Full=Transcription factor FKH-14;	2303	-
39341	Q7L5Y9	MAEA	RecName: Full=E3 ubiquitin-protein transferase MAEA; EC=2.3.2.27 {ECO:0000269|PubMed:29911972}; AltName: Full=Cell proliferation-inducing gene 5 protein {ECO:0000303|Ref.1}; AltName: Full=Erythroblast macrophage protein {ECO:0000303|PubMed:9763581}; AltName: Full=Human lung cancer oncogene 10 protein; Short=HLC-10; AltName: Full=Macrophage erythroblast attacher; AltName: Full=P44EMLP {ECO:0000303|PubMed:17467196};	10296	-
12511	Q9NYY1	IL20	RecName: Full=Interleukin-20; Short=IL-20; AltName: Full=Cytokine Zcyto10; Flags: Precursor;	50604	-
21518	Q13049	TRIM32	RecName: Full=E3 ubiquitin-protein ligase TRIM32 {ECO:0000305}; EC=2.3.2.27 {ECO:0000269|PubMed:19349376, ECO:0000269|PubMed:21628460, ECO:0000269|PubMed:22745133, ECO:0000269|PubMed:31123703}; AltName: Full=72 kDa Tat-interacting protein; AltName: Full=RING-type E3 ubiquitin transferase TRIM32 {ECO:0000305}; AltName: Full=Tripartite motif-containing protein 32; AltName: Full=Zinc finger protein HT2A;	22954	-
6931	P15559	NQO1	RecName: Full=NAD(P)H dehydrogenase [quinone] 1; EC=1.6.5.2 {ECO:0000269|PubMed:8999809, ECO:0000269|PubMed:9271353}; AltName: Full=Azoreductase; AltName: Full=DT-diaphorase {ECO:0000303|PubMed:8999809}; Short=DTD; AltName: Full=Menadione reductase; AltName: Full=NAD(P)H:quinone oxidoreductase 1 {ECO:0000303|PubMed:1657151}; AltName: Full=Phylloquinone reductase; AltName: Full=Quinone reductase 1; Short=QR1;	1728	-
20380	P55916	UCP3	RecName: Full=Putative mitochondrial transporter UCP3 {ECO:0000305}; AltName: Full=Solute carrier family 25 member 9; AltName: Full=Uncoupling protein-3 {ECO:0000303|PubMed:9180264}; Short=UCP 3;	7352	-
9417	O15120	AGPAT2	RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase beta; EC=2.3.1.51 {ECO:0000269|PubMed:15629135, ECO:0000269|PubMed:19075029, ECO:0000269|PubMed:21873652, ECO:0000269|PubMed:9242711}; AltName: Full=1-acylglycerol-3-phosphate O-acyltransferase 2; Short=1-AGP acyltransferase 2; Short=1-AGPAT 2; AltName: Full=Lysophosphatidic acid acyltransferase beta {ECO:0000303|PubMed:9242711}; Short=LPAAT-beta; Flags: Precursor;	10555	-
59176	Q9BZD2	SLC29A3	RecName: Full=Equilibrative nucleoside transporter 3 {ECO:0000303|PubMed:15701636}; Short=hENT3 {ECO:0000303|PubMed:15701636}; AltName: Full=Solute carrier family 29 member 3 {ECO:0000303|PubMed:20595384};	55315	-
53339	Q16878	CDO1	RecName: Full=Cysteine dioxygenase type 1; EC=1.13.11.20 {ECO:0000269|PubMed:17135237}; AltName: Full=Cysteine dioxygenase type I; Short=CDO; Short=CDO-I;	1036	-
13033	Q9BYX4	IFIH1	RecName: Full=Interferon-induced helicase C domain-containing protein 1 {ECO:0000305}; EC=3.6.4.13 {ECO:0000269|PubMed:19211564, ECO:0000269|PubMed:22160685}; AltName: Full=Clinically amyopathic dermatomyositis autoantigen 140 kDa; Short=CADM-140 autoantigen; AltName: Full=Helicase with 2 CARD domains; Short=Helicard; AltName: Full=Interferon-induced with helicase C domain protein 1; AltName: Full=Melanoma differentiation-associated protein 5; Short=MDA-5; AltName: Full=Murabutide down-regulated protein; AltName: Full=RIG-I-like receptor 2; Short=RLR-2; AltName: Full=RNA helicase-DEAD box protein 116;	64135	-
14139	P80365	HSD11B2	RecName: Full=11-beta-hydroxysteroid dehydrogenase type 2 {ECO:0000303|PubMed:33387577}; Short=11-DH2; Short=11-beta-HSD2 {ECO:0000303|PubMed:10497248, ECO:0000303|PubMed:30902677, ECO:0000303|PubMed:33387577}; EC=1.1.1.- {ECO:0000269|PubMed:10497248, ECO:0000269|PubMed:12788846, ECO:0000269|PubMed:30902677, ECO:0000269|PubMed:33387577, ECO:0000269|PubMed:7859916, ECO:0000305|PubMed:8538347}; AltName: Full=11-beta-hydroxysteroid dehydrogenase type II; Short=11-HSD type II; Short=11-beta-HSD type II; AltName: Full=Corticosteroid 11-beta-dehydrogenase isozyme 2 {ECO:0000305}; AltName: Full=NAD-dependent 11-beta-hydroxysteroid dehydrogenase; AltName: Full=Short chain dehydrogenase/reductase family 9C member 3;	3291	-
14222	P35228	NOS2	RecName: Full=Nitric oxide synthase, inducible {ECO:0000305}; EC=1.14.13.39 {ECO:0000269|PubMed:7504305, ECO:0000269|PubMed:7682706}; AltName: Full=Hepatocyte NOS; Short=HEP-NOS; AltName: Full=Inducible NO synthase; Short=Inducible NOS; Short=iNOS; AltName: Full=NOS type II; AltName: Full=Peptidyl-cysteine S-nitrosylase NOS2;	4843	-
44643	Q14449	GRB14	RecName: Full=Growth factor receptor-bound protein 14; AltName: Full=GRB14 adapter protein;	2888	-
13695	P08588	ADRB1	RecName: Full=Beta-1 adrenergic receptor {ECO:0000305}; AltName: Full=Beta-1 adrenoreceptor; Short=Beta-1 adrenoceptor;	153	-
14383	P09488	GSTM1	RecName: Full=Glutathione S-transferase Mu 1 {ECO:0000305}; EC=2.5.1.18 {ECO:0000269|PubMed:16548513}; AltName: Full=GST HB subunit 4; AltName: Full=GST class-mu 1; AltName: Full=GSTM1-1; AltName: Full=GSTM1a-1a; AltName: Full=GSTM1b-1b; AltName: Full=GTH4;	2944	-
56858	Q6Q788	APOA5	RecName: Full=Apolipoprotein A-V; Short=Apo-AV; Short=ApoA-V; AltName: Full=Apolipoprotein A5; AltName: Full=Regeneration-associated protein 3; Flags: Precursor;	116519	-
7288	P01019	AGT	RecName: Full=Angiotensinogen {ECO:0000305}; AltName: Full=Serpin A8; Contains: RecName: Full=Angiotensin-1; AltName: Full=Angiotensin 1-10; AltName: Full=Angiotensin I; Short=Ang I; Contains: RecName: Full=Angiotensin-2; AltName: Full=Angiotensin 1-8; AltName: Full=Angiotensin II; Short=Ang II; Contains: RecName: Full=Angiotensin-3; AltName: Full=Angiotensin 2-8; AltName: Full=Angiotensin III; Short=Ang III; AltName: Full=Des-Asp[1]-angiotensin II; Contains: RecName: Full=Angiotensin-4; AltName: Full=Angiotensin 3-8; AltName: Full=Angiotensin IV; Short=Ang IV; Contains: RecName: Full=Angiotensin 1-9; Contains: RecName: Full=Angiotensin 1-7; Contains: RecName: Full=Angiotensin 1-5; Contains: RecName: Full=Angiotensin 1-4; Flags: Precursor;	183	-
9042	Q05655	PRKCD	RecName: Full=Protein kinase C delta type {ECO:0000305}; EC=2.7.11.13 {ECO:0000269|PubMed:12649167, ECO:0000269|PubMed:18285462, ECO:0000269|PubMed:34593629}; AltName: Full=Tyrosine-protein kinase PRKCD; EC=2.7.10.2; AltName: Full=nPKC-delta; Contains: RecName: Full=Protein kinase C delta type regulatory subunit; Contains: RecName: Full=Protein kinase C delta type catalytic subunit; AltName: Full=Sphingosine-dependent protein kinase-1; Short=SDK1;	5580	-
42830	Q9Y6M1	IGF2BP2	RecName: Full=Insulin-like growth factor 2 mRNA-binding protein 2; Short=IGF2 mRNA-binding protein 2; Short=IMP-2; AltName: Full=Hepatocellular carcinoma autoantigen p62; AltName: Full=IGF-II mRNA-binding protein 2; AltName: Full=VICKZ family member 2;	10644	-
10252	P12955	PEPD	RecName: Full=Xaa-Pro dipeptidase; Short=X-Pro dipeptidase; EC=3.4.13.9 {ECO:0000269|PubMed:17081196, ECO:0000269|PubMed:35165443}; AltName: Full=Imidodipeptidase; AltName: Full=Peptidase D; AltName: Full=Proline dipeptidase {ECO:0000303|PubMed:2925654}; Short=Prolidase {ECO:0000303|PubMed:2925654};	5184	-
24087	Q9NP81	SARS2	RecName: Full=Serine--tRNA ligase, mitochondrial; EC=6.1.1.11; AltName: Full=SerRSmt; AltName: Full=Seryl-tRNA synthetase; Short=SerRS; AltName: Full=Seryl-tRNA(Ser/Sec) synthetase; Flags: Precursor;	54938	-
11349	Q14994	NR1I3	RecName: Full=Nuclear receptor subfamily 1 group I member 3; AltName: Full=Constitutive activator of retinoid response; Short=Constitutive active response; AltName: Full=Constitutive androstane receptor; Short=CAR; AltName: Full=Orphan nuclear receptor MB67;	9970	-
9324	Q6UXH0	ANGPTL8	RecName: Full=Angiopoietin-like protein 8 {ECO:0000312|HGNC:HGNC:24933}; AltName: Full=Betatrophin {ECO:0000303|PubMed:25417115}; AltName: Full=Lipasin {ECO:0000303|PubMed:22809513}; AltName: Full=Refeeding-induced fat and liver protein {ECO:0000303|PubMed:22569073}; Flags: Precursor;	55908	-
11429	Q14397	GCKR	RecName: Full=Glucokinase regulatory protein {ECO:0000303|PubMed:8589523}; Short=GKRP {ECO:0000303|PubMed:23621087}; Short=Glucokinase regulator {ECO:0000303|PubMed:9570959};	2646	-
13777	Q02156	PRKCE	RecName: Full=Protein kinase C epsilon type; EC=2.7.11.13 {ECO:0000269|PubMed:34593629, ECO:0000269|PubMed:36040231}; AltName: Full=nPKC-epsilon;	5581	-
50688	O75712	GJB3	RecName: Full=Gap junction beta-3 protein; AltName: Full=Connexin-31; Short=Cx31;	2707	-
16160	P02751	FN1	RecName: Full=Fibronectin {ECO:0000305}; Short=FN; AltName: Full=Cold-insoluble globulin; Short=CIG; Contains: RecName: Full=Anastellin; Contains: RecName: Full=Ugl-Y1; Contains: RecName: Full=Ugl-Y2; Contains: RecName: Full=Ugl-Y3; Flags: Precursor;	2335	-
19237	O76024	WFS1	RecName: Full=Wolframin;	7466	-
40298	P41159	LEP	RecName: Full=Leptin {ECO:0000312|HGNC:HGNC:6553}; AltName: Full=Obese protein; AltName: Full=Obesity factor; Flags: Precursor;	3952	-
46302	Q9BZS1	FOXP3	RecName: Full=Forkhead box protein P3; AltName: Full=Scurfin; Contains: RecName: Full=Forkhead box protein P3, C-terminally processed; Contains: RecName: Full=Forkhead box protein P3 41 kDa form;	50943	-
43633	P17096	HMGA1	RecName: Full=High mobility group protein HMG-I/HMG-Y; Short=HMG-I(Y); AltName: Full=High mobility group AT-hook protein 1; Short=High mobility group protein A1; AltName: Full=High mobility group protein R;	3159	-
55476	Q8N3I7	BBS5	RecName: Full=BBSome complex member BBS5 {ECO:0000305}; AltName: Full=Bardet-Biedl syndrome 5 protein;	129880	-
11621	Q00266	MAT1A	RecName: Full=S-adenosylmethionine synthase isoform type-1; Short=AdoMet synthase 1; EC=2.5.1.6 {ECO:0000269|PubMed:10677294}; AltName: Full=Methionine adenosyltransferase 1; Short=MAT 1; AltName: Full=Methionine adenosyltransferase I/III; Short=MAT-I/III;	4143	-
37498	P02795	MT2A	RecName: Full=Metallothionein-2; Short=MT-2; AltName: Full=Metallothionein-2A; AltName: Full=Metallothionein-II; Short=MT-II;	4502	-
10033	P05091	ALDH2	RecName: Full=Aldehyde dehydrogenase, mitochondrial; EC=1.2.1.3; AltName: Full=ALDH class 2; AltName: Full=ALDH-E2; AltName: Full=ALDHI; Flags: Precursor;	217	-
14975	P42574	CASP3	RecName: Full=Caspase-3 {ECO:0000303|PubMed:15003516, ECO:0000303|PubMed:18723680}; Short=CASP-3; EC=3.4.22.56 {ECO:0000269|PubMed:23152800, ECO:0000269|PubMed:23845944, ECO:0000269|PubMed:30878284, ECO:0000269|PubMed:33725486, ECO:0000269|PubMed:7596430}; AltName: Full=Apopain {ECO:0000303|PubMed:8696339}; AltName: Full=Cysteine protease CPP32 {ECO:0000303|PubMed:7774019}; Short=CPP-32 {ECO:0000303|PubMed:7774019, ECO:0000303|PubMed:9334240}; AltName: Full=Protein Yama {ECO:0000303|PubMed:7774019}; AltName: Full=SREBP cleavage activity 1; Short=SCA-1; Contains: RecName: Full=Caspase-3 subunit p17; Contains: RecName: Full=Caspase-3 subunit p12; Flags: Precursor;	836	-
7551	P11166	SLC2A1	RecName: Full=Solute carrier family 2, facilitated glucose transporter member 1 {ECO:0000305}; AltName: Full=Glucose transporter type 1, erythrocyte/brain {ECO:0000303|PubMed:18245775}; Short=GLUT-1 {ECO:0000303|PubMed:18245775}; AltName: Full=HepG2 glucose transporter {ECO:0000303|PubMed:2834252, ECO:0000303|PubMed:3839598};	6513	-
10625	Q99683	MAP3K5	RecName: Full=Mitogen-activated protein kinase kinase kinase 5; EC=2.7.11.25 {ECO:0000269|PubMed:26095851}; AltName: Full=Apoptosis signal-regulating kinase 1; Short=ASK-1; AltName: Full=MAPK/ERK kinase kinase 5; Short=MEK kinase 5; Short=MEKK 5;	4217	-
10919	P41134	ID1	RecName: Full=DNA-binding protein inhibitor ID-1; AltName: Full=Class B basic helix-loop-helix protein 24; Short=bHLHb24; AltName: Full=Inhibitor of DNA binding 1; AltName: Full=Inhibitor of differentiation 1;	3397	-
54167	P56539	CAV3	RecName: Full=Caveolin-3; AltName: Full=M-caveolin;	859	-
56840	P02649	APOE	RecName: Full=Apolipoprotein E {ECO:0000305}; Short=Apo-E; Flags: Precursor;	348	-
53060	P00450	CP	RecName: Full=Ceruloplasmin {ECO:0000305}; AltName: Full=Cuproxidase ceruloplasmin {ECO:0000305|PubMed:14623105}; EC=1.16.3.4 {ECO:0000269|PubMed:14623105}; AltName: Full=Ferroxidase ceruloplasmin; EC=1.16.3.1 {ECO:0000269|PubMed:10481051, ECO:0000269|PubMed:16150804}; AltName: Full=Glutathione peroxidase ceruloplasmin {ECO:0000305|PubMed:10481051}; EC=1.11.1.9 {ECO:0000269|PubMed:10481051, ECO:0000269|PubMed:10508415}; AltName: Full=Glutathione-dependent peroxiredoxin ceruloplasmin {ECO:0000305|PubMed:10481051}; EC=1.11.1.27 {ECO:0000269|PubMed:10481051, ECO:0000269|PubMed:10508415}; Flags: Precursor;	1356	-
9332	Q9C0B1	FTO	RecName: Full=Alpha-ketoglutarate-dependent dioxygenase FTO {ECO:0000305}; AltName: Full=Fat mass and obesity-associated protein {ECO:0000303|PubMed:17496892}; AltName: Full=U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO {ECO:0000305}; EC=1.14.11.- {ECO:0000269|PubMed:30197295}; AltName: Full=U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO {ECO:0000305}; EC=1.14.11.- {ECO:0000269|PubMed:30197295}; AltName: Full=mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO {ECO:0000305}; Short=m6A(m)-demethylase FTO {ECO:0000305}; EC=1.14.11.- {ECO:0000269|PubMed:28002401, ECO:0000269|PubMed:30197295}; AltName: Full=mRNA N(6)-methyladenosine demethylase FTO {ECO:0000305}; EC=1.14.11.53 {ECO:0000269|PubMed:25452335, ECO:0000269|PubMed:26457839, ECO:0000269|PubMed:30197295, ECO:0000305|PubMed:22002720}; AltName: Full=tRNA N1-methyl adenine demethylase FTO {ECO:0000305}; EC=1.14.11.- {ECO:0000269|PubMed:30197295};	79068	-
16491	Q8IWU4	SLC30A8	RecName: Full=Proton-coupled zinc antiporter SLC30A8 {ECO:0000305|PubMed:32723473}; AltName: Full=Solute carrier family 30 member 8 {ECO:0000312|HGNC:HGNC:20303}; AltName: Full=Zinc transporter 8 {ECO:0000303|PubMed:15331542}; Short=ZnT-8 {ECO:0000303|PubMed:15331542};	169026	-
43915	P02790	HPX	RecName: Full=Hemopexin; AltName: Full=Beta-1B-glycoprotein; Flags: Precursor;	3263	-
10643	P00797	REN	RecName: Full=Renin {ECO:0000303|PubMed:6324167}; EC=3.4.23.15 {ECO:0000269|PubMed:12045255, ECO:0000269|PubMed:20927107}; AltName: Full=Angiotensinogenase; Flags: Precursor;	5972	-
15547	P19021	PAM	RecName: Full=Peptidyl-glycine alpha-amidating monooxygenase {ECO:0000303|PubMed:12699694}; Short=PAM {ECO:0000303|PubMed:12699694}; Includes: RecName: Full=Peptidylglycine alpha-hydroxylating monooxygenase {ECO:0000303|PubMed:12699694}; Short=PHM {ECO:0000303|PubMed:12699694}; EC=1.14.17.3 {ECO:0000269|PubMed:12699694}; Includes: RecName: Full=Peptidyl-alpha-hydroxyglycine alpha-amidating lyase; EC=4.3.2.5 {ECO:0000269|PubMed:12699694}; AltName: Full=Peptidylamidoglycolate lyase {ECO:0000303|PubMed:12699694}; Short=PAL {ECO:0000303|PubMed:12699694}; Flags: Precursor;	5066	-
9238	Q05469	LIPE	RecName: Full=Hormone-sensitive lipase; Short=HSL; EC=3.1.1.79 {ECO:0000269|PubMed:15955102, ECO:0000269|PubMed:19800417, ECO:0000269|PubMed:8812477}; AltName: Full=Monoacylglycerol lipase LIPE; EC=3.1.1.23 {ECO:0000250|UniProtKB:P54310}; AltName: Full=Retinyl ester hydrolase {ECO:0000303|PubMed:15955102}; Short=REH;	3991	-
15016	P17612	PRKACA	RecName: Full=cAMP-dependent protein kinase catalytic subunit alpha; Short=PKA C-alpha; EC=2.7.11.11 {ECO:0000269|PubMed:21812984, ECO:0000269|PubMed:31112131};	5566	-
16281	P08237	PFKM	RecName: Full=ATP-dependent 6-phosphofructokinase, muscle type {ECO:0000255|HAMAP-Rule:MF_03184}; Short=ATP-PFK {ECO:0000255|HAMAP-Rule:MF_03184}; Short=PFK-M; EC=2.7.1.11 {ECO:0000255|HAMAP-Rule:MF_03184}; AltName: Full=6-phosphofructokinase type A; AltName: Full=Phosphofructo-1-kinase isozyme A; Short=PFK-A; AltName: Full=Phosphohexokinase {ECO:0000255|HAMAP-Rule:MF_03184};	5213	-
12184	P36956	SREBF1	RecName: Full=Sterol regulatory element-binding protein 1 {ECO:0000303|PubMed:8402897}; Short=SREBP-1 {ECO:0000303|PubMed:8402897}; AltName: Full=Class D basic helix-loop-helix protein 1; Short=bHLHd1; AltName: Full=Sterol regulatory element-binding transcription factor 1 {ECO:0000303|PubMed:8402897}; Contains: RecName: Full=Processed sterol regulatory element-binding protein 1 {ECO:0000305}; AltName: Full=Transcription factor SREBF1 {ECO:0000305};	6720	-
54369	Q9HC96	CAPN10	RecName: Full=Calpain-10; EC=3.4.22.-; AltName: Full=Calcium-activated neutral proteinase 10; Short=CANP 10;	11132	-
15799	P11150	LIPC	RecName: Full=Hepatic triacylglycerol lipase; Short=HL; Short=Hepatic lipase; EC=3.1.1.3 {ECO:0000269|PubMed:12032167, ECO:0000269|PubMed:26193433, ECO:0000269|PubMed:7592706, ECO:0000269|PubMed:8798474}; AltName: Full=Lipase member C; AltName: Full=Lysophospholipase; EC=3.1.1.5 {ECO:0000250|UniProtKB:P07867}; AltName: Full=Phospholipase A1; EC=3.1.1.32 {ECO:0000269|PubMed:12032167, ECO:0000269|PubMed:26193433, ECO:0000269|PubMed:7592706}; Flags: Precursor;	3990	-
13651	P09668	CTSH	RecName: Full=Pro-cathepsin H; Contains: RecName: Full=Cathepsin H mini chain; Contains: RecName: Full=Cathepsin H; EC=3.4.22.16; Contains: RecName: Full=Cathepsin H heavy chain; Contains: RecName: Full=Cathepsin H light chain; Flags: Precursor;	1512	-
7219	P35568	IRS1	RecName: Full=Insulin receptor substrate 1; Short=IRS-1;	3667	-
31518	Q7RTS3	PTF1A	RecName: Full=Pancreas transcription factor 1 subunit alpha; AltName: Full=Class A basic helix-loop-helix protein 29; Short=bHLHa29; AltName: Full=Pancreas-specific transcription factor 1a; AltName: Full=bHLH transcription factor p48; AltName: Full=p48 DNA-binding subunit of transcription factor PTF1; Short=PTF1-p48;	256297	-
39989	Q03252	LMNB2	RecName: Full=Lamin-B2; Flags: Precursor;	84823	-
